hardness,solids,chloramines,conductivity,organic_carbon,trihalomethanes,organic_load_index,ph_squared,PSI_Level
0.5721876049828651,0.3675515419717179,0.3395232750761185,0.3039902628445822,0.4659266283070895,0.0809085769958007,0.2284723603040651,0.2002991680155118,Moderate
0.6769732574796037,0.6151751554447767,0.6469258456488659,0.8484428759719215,0.4496034725118754,0.588659057775818,0.3258923840728298,0.123020729352688,Severe
0.4363311368048843,0.4387543377474989,0.3788485583209031,0.5429592524171878,0.6082110581944421,0.3674830689962127,0.2635950748362543,0.2608467691503421,Moderate
0.4494522183012141,0.1143432977789419,0.2055333150448107,0.4103810348501182,0.3063536328596034,0.7057377634261106,0.1478642014984034,0.2534036067251548,Moderate
0.1755497955302506,0.5857925722434569,0.4822401158698589,0.548751834751289,0.2741928057674735,0.3428261503709871,0.1471601950957781,0.1581619460330746,Moderate
0.2356087695923391,0.340755096838791,0.4858153829266825,0.6435005404786068,0.4790482081505504,0.4272984353211025,0.3680482875693722,0.1891451732084319,Moderate
0.349564398826726,0.4043019200269875,0.4627427110389004,0.1916893581478809,0.3028306831966528,0.6175019158030111,0.1388237437237942,0.0569621099859961,Moderate
0.3696905168096996,0.6701574999209777,0.4510600834741728,0.4820232120242,0.4985453754115639,0.3638873610237692,0.2186828551663647,0.0643975129315367,Moderate
0.4231842453145422,0.4299106598118283,0.3720186697354115,0.5001815549111592,0.5661978658339321,0.4258485432101795,0.0946626094418821,0.2044573144526487,Moderate
0.5906625207287259,0.5622882981365259,0.7220589113427854,0.406533189788213,0.2738273314038841,0.5279035696221703,0.1117278063453972,0.2649608977787845,Severe
0.5391500177600845,0.1645994896281838,0.4358381023645988,0.5483300888149846,0.3761943958953686,0.6283837097056477,0.173186379523756,0.2718961541678157,Moderate
0.7605643796093058,0.4797601637974164,0.5332020784572883,0.566406058374612,0.4054061028263861,0.6401912424435894,0.124132864508157,0.1742608680833999,Severe
0.2474595545761257,0.4185024477082478,0.318407877602292,0.6738537950535791,0.3077343036396497,0.7489807580241019,0.1672167906193903,0.200559576680433,Moderate
0.6503408469523564,0.4778267134674052,0.5533442671218234,0.4781277813345891,0.4701940110454216,0.4872100946197241,0.3231012888173424,0.2251696659691593,Severe
0.5154444768185678,0.3765389088876324,0.4608819877068217,0.4148603895985149,0.5549323076270712,0.4393861363795961,0.2129097526388208,0.495143526140236,Moderate
0.9300966350750416,0.2195463553711606,0.4485512569790637,0.518085080726268,0.2881331286140332,0.5141330792244967,0.2029007976392983,0.5196282617610445,Severe
0.5449238799800833,0.503618529092847,0.4204598857755996,0.553391250374519,0.457688768816171,0.2928746852212898,0.100254432423287,0.3803839389817077,Moderate
0.7370427289620562,0.492171031878399,0.4428635216240867,0.7008951882084887,0.5621758773289894,0.4379321589188995,0.0634128128030074,0.4081967182150698,Severe
0.531705959318135,0.2009724530999123,0.3497632581028216,0.6335129669365783,0.2897515332525218,0.4104987564943521,0.1264669560684398,0.2384908082707566,Moderate
0.5100920744382693,0.4694320380271439,0.5279701222476799,0.6279475355467048,0.5497033692936153,0.2831899934431157,0.425996156683785,0.1843511006663545,Severe
0.6035709918936221,0.4193232605645576,0.4082239273843631,0.2382193185833159,0.3411093245967264,0.708011111770809,0.2241161602147532,0.2474019193910509,Moderate
0.2555307695277979,0.3768037387077155,0.5791129963518448,0.4344779021773223,0.5103564484322288,0.6905932228434164,0.36589538128998,0.1459084622433095,Moderate
0.1920695960229231,0.4327560511188874,0.4099817229542645,0.3929754590988719,0.4612924748631697,0.4778659852667641,0.206659556585633,0.2567105943455448,Moderate
0.3681940033177898,0.3658219529319231,0.5398006001754806,0.408492494037438,0.3230688671761559,0.4665787517055657,0.1062286722426611,0.4223343787664391,Moderate
0.3828052000832081,0.428792618266909,0.5112962872940149,0.2680678620053925,0.4546563404116759,0.397648923994394,0.2085400249818034,0.0861843697899789,Moderate
0.418791567408358,0.2050319781312178,0.5191522591242071,0.4941262253803359,0.7919598744195661,0.3794321156171683,0.5703359426830841,0.3630709101099881,Severe
0.5357130050785208,0.4035921312611265,0.5862173103314571,0.4230043176156274,0.6000089366226654,0.4664982729450896,0.2884892563455217,0.3599627042059155,Severe
0.7427858829316687,0.1656352835288195,0.559225675605359,0.2586146600303513,0.2312063365860329,0.6024063200011665,0.1867949898999904,0.3927234164988433,Severe
0.4777755824764645,0.4888208680939601,0.430484952239258,0.080184992493559,0.5013516083098067,0.5618258647593419,0.2511715246211311,0.1816970438947741,Moderate
0.4602364015072076,0.2299727448297114,0.2221682221594515,0.4749259977878691,0.6050607721024406,0.3483370145624442,0.3013434766585595,0.3538378361190211,Moderate
0.6265947476009976,0.2205769555602421,0.5037653923496341,0.4418058744260443,0.1557426373878312,0.4726184314253219,0.0860899670858083,0.3084005323727041,Moderate
0.7331403340039226,0.6437289815512853,0.596098598324098,0.2497478248519923,0.6161980503315001,0.4497100018660014,0.2778631929917942,0.2963780276911285,Severe
0.5681322353574483,0.3544594562758736,0.6116932224132028,0.2760320360699013,0.6453230540766014,0.6394814666712267,0.1725127175333189,0.0526636711451272,Moderate
0.7724492128904534,0.2453370720948419,0.6490746844304531,0.1609578003342879,0.6026558607726628,0.6363386075494342,0.3759667541984514,0.2551140134216746,Severe
0.6846121798040237,0.2672417086027096,0.3409795806356306,0.3650783385516274,0.5615870137611838,0.4551444624699531,0.2199441591105167,0.5150884668984261,Moderate
0.2599468873002138,0.4827085726753072,0.4857351655877877,0.2547956850458809,0.6532042356214786,0.6291329057015858,0.3078629351781864,0.2331375173460781,Moderate
0.6469518632418236,0.5091442620680213,0.5480220551033247,0.418082230158898,0.5670360402176632,0.5594418671071162,0.2610953567158149,0.3652358920967562,Severe
0.5894194588497566,0.4866191435856024,0.6408753154334536,0.3286645773372977,0.1765813422751794,0.441844629683612,0.0642332051849608,0.5357716928562162,Moderate
0.5504484431967362,0.4378474017294948,0.7008664837777426,0.2928078691300189,0.3766183850447039,0.5124082554887326,0.2211736966628992,0.2690338556457439,Severe
0.5281766449577743,0.2985011918734451,0.4099402642427273,0.5077770131152597,0.5778754169941893,0.3260072879233237,0.2404145231548758,0.2078517968254508,Moderate
0.3215037428224883,0.1885113038834726,0.2009823021116577,0.4282752732856199,0.5266617029341318,0.4819399686596374,0.2466875797958496,0.2170512092170025,Moderate
0.3355777031499093,0.6169176677396846,0.4882876199449037,0.5419706137538162,0.6495218730358701,0.4731838470340312,0.2311033511485171,0.1217843827740083,Moderate
0.337296074264679,0.3142771892353944,0.3003913495305394,0.4314273014287191,0.6522716691097827,0.4065953994779342,0.1502754906821777,0.2356086875926865,Moderate
0.7070157978076932,0.5670360305000482,0.702511459379826,0.4930785444809188,0.3841033130803348,0.1320361511967754,0.1600545391703271,0.3166599440147872,Severe
0.5085575894800369,0.6344719592065664,0.5742610062262764,0.2871744956375157,0.7215150794463175,0.2884082921706197,0.3935393595154088,0.1804722133284091,Moderate
0.4856202238317027,0.4954529812529963,0.4890510191387933,0.4470048237515978,0.6921551959185781,0.4536571906489792,0.4196638549558842,0.1907363333310011,Severe
0.3579107995819929,0.2573399892708783,0.5191858995758125,0.2277420528349407,0.4075114086613559,0.5238249544051463,0.1629591244791148,0.1795491996192484,Moderate
0.4281668753141097,0.4898413231639739,0.6488627366205361,0.3541663702725695,0.55373177471361,0.6308426719279476,0.2099277239143335,0.3291985644943018,Severe
0.5270599751254876,0.2264803397624233,0.3774484983143241,0.4200694537074703,0.4812837953885286,0.4762654400131876,0.2206402496541278,0.4594035631876683,Moderate
0.5225493888429462,0.4775058630012434,0.5002966213291848,0.5872133653401419,0.5620368806680901,0.4995055497000768,0.3163378636523841,0.3323896547588834,Severe
0.4657018242395772,0.8157563853868456,0.4044678205846813,0.3114017998670486,0.4194987190329226,0.4347070688228383,0.1311736491887409,0.2295064523203525,Moderate
0.5363305783593737,0.4419634121097021,0.5566098001295935,0.4855104488870339,0.5560355337396448,0.6722255880913648,0.2984397104894892,0.3072147941808981,Severe
0.6043013672426041,0.3824580833618514,0.41408091942719,0.3349391524679675,0.6383450165455425,0.3927394843339776,0.2495005505497874,0.118362686396779,Moderate
0.4898372214857089,0.2336156527287689,0.3773094176826517,0.6020705764002953,0.5033936803088241,0.4497199533732359,0.2094799687353324,0.1885242177813073,Moderate
0.7823524124328163,0.1451141927752179,0.5929415742981616,0.2747334639488726,0.517887646927918,0.3817995593491887,0.3271279175659474,0.479988268930256,Severe
0.3254932846142949,0.4151985497092552,0.471606534833376,0.3906804355785948,0.5833174126783891,0.7054102770645352,0.4012419199000625,0.4661467104548906,Severe
0.517379094226984,0.2847046234416909,0.7250837071748717,0.3967833162194023,0.3361749062640549,0.7941719011097066,0.0984296395335872,0.2891679291211091,Severe
0.3344680496316355,0.4377691867768234,0.4379970877337747,0.2031494452592165,0.383154005305558,0.668075679561227,0.2460023775598094,0.1620219363971917,Moderate
0.5074301110258785,0.3086494972557499,0.265455717491846,0.0956522567661554,0.3082898264405432,0.5646423229003614,0.1910289449437985,0.2127451468186943,Moderate
0.4399526147685049,0.2356476188840938,0.6464154760403893,0.699219276513399,0.4112342773107673,0.4630895019243573,0.2419953627270048,0.1102811387614346,Moderate
0.5876377778423161,0.3502063659560904,0.5036993627536814,0.2806470511241619,0.298875063942367,0.4552440725005761,0.039975975472526,0.2352130383542981,Moderate
0.6580206446486783,0.3800567729104709,0.4194152030265304,0.4905347691985688,0.4917968437805395,0.2425948735705512,0.2213573284351634,0.2964414268549736,Moderate
0.6905298715655686,0.4005914400461567,0.6099853973101041,0.323672388500511,0.3490704112335745,0.5828999629693699,0.2180924160936088,0.3989981300346014,Severe
0.3269641842665091,0.3033388355554193,0.5814581531082174,0.5067325380865443,0.4867269349561888,0.4690676234814118,0.2783132119144694,0.1885609520668744,Moderate
0.2788653756508558,0.1654845252117663,0.5314399811563821,0.3867684426229888,0.5738707332838549,0.3648919062721579,0.3621792670156592,0.1835755343494158,Moderate
0.8251634525402403,0.2542313346309599,0.5721590076467853,0.3878533004669448,0.5870035443184983,0.5229479460466337,0.2613569768604595,0.26430680271685,Severe
0.525235386226081,0.4656191503578474,0.475133121963857,0.1964093813017395,0.6234234808176684,0.5205887671963378,0.4712181446447505,0.3731780983259559,Severe
0.2200269114083725,0.1773257869006194,0.378104812380228,0.5188992506174376,0.3927759026365721,0.7107972470988071,0.1133452920508021,0.3311698912466637,Moderate
0.5440656842706706,0.6212720984494771,0.4303061784537492,0.3586291064085822,0.558948358685033,0.618399331408378,0.2775175968997578,0.3430161893481899,Severe
0.4810694581943797,0.1312875088506125,0.2943333822216389,0.5543104357374253,0.53721998065227,0.6621947231320826,0.3342521067130696,0.3047887161997816,Moderate
0.2714563899826688,0.5081443501353705,0.6450594920065099,0.4226062350807005,0.6086779151818001,0.4718773042882095,0.3540721566345462,0.093121108791204,Moderate
0.5236691525736479,0.41771595590626,0.5419516506368532,0.684402748457395,0.454972894058134,0.4684788008418492,0.1899615498656607,0.2593055744694859,Severe
0.412935984052544,0.4235743716782683,0.3526777268340967,0.5120382186925339,0.3742007006929331,0.4914740306928675,0.1760644593525688,0.232425980214073,Moderate
0.5199429374270244,0.5460253763441956,0.6338743681203882,0.2533315987357479,0.2862176503086645,0.6149260293873096,0.1796189629458073,0.1836509131784277,Moderate
0.8389072581907873,0.4784123916767439,0.6671072926288903,0.2848567719920588,0.5181789373680386,0.4181367188789343,0.2269505372465255,0.311728329912168,Severe
0.4444659201637436,0.5130325208878902,0.5363697127342366,0.4961215538562286,0.4080038642820405,0.3799988660976717,0.2750166985728127,0.2081915902448246,Moderate
0.6515440799159555,0.6641680231770929,0.6381109110411779,0.687442872973146,0.4068981510034949,0.4048847431874344,0.1153988285490761,0.1369263926430512,Severe
0.3914145882112214,0.1913240676550609,0.488269399327275,0.1593602986230811,0.6589307971208926,0.4628589131899074,0.492497312374501,0.2256343719562207,Moderate
0.2793692889250403,0.2373489303420373,0.3673092026855273,0.6105885367188155,0.3964267576169454,0.5140245161169972,0.2029192835014454,0.168323321350537,Moderate
0.621441331540332,0.7994192432722782,0.3764580826484968,0.4239097699706387,0.3703005566268927,0.6246008724995504,0.1641295945273502,0.1969773013508819,Severe
0.2997712961925902,0.2873806281995852,0.4354694174045111,0.1283630310732809,0.4674245816937694,0.6865666379865529,0.3473647816839857,0.1552155009702257,Moderate
0.1591466304207753,0.4543347502674332,0.5340667201609205,0.2277018876585833,0.693729596189154,0.6689143286553036,0.3773847631610333,0.2158402868409435,Moderate
0.4239327103260844,0.3208913341035865,0.5263069219277574,0.3073956899967316,0.2756932857593062,0.5866341280796061,0.1488072162878441,0.3018182209316257,Moderate
0.4601264641558678,0.2839264832556621,0.3345352064470712,0.394471061620709,0.557278574198923,0.4860548341761128,0.3268182724542792,0.26840539373565,Moderate
0.2310132222161696,0.27918514356373,0.2568277498444274,0.5405330097581852,0.4384644472423779,0.6433776482207976,0.2395212719902634,0.4358833362234953,Moderate
0.719171577309307,0.4142946421305213,0.5361964975775774,0.4094015338686881,0.7334218907692754,0.2601554917730463,0.1844037723396905,0.0642977275318427,Moderate
0.5768971599813619,0.2671625389861554,0.1670675994503213,0.4035959011151783,0.6848325998756195,0.5327665028063373,0.2586732545861783,0.4900638562666621,Moderate
0.213178289560994,0.1939726481527546,0.338709671525124,0.4415653722612646,0.6601408616747768,0.6745332486136135,0.3939059894017093,0.0801470343352197,Moderate
0.6436733274418938,0.2849175610528348,0.3325668685234141,0.2286780359045664,0.4485072223814715,0.2683801267375434,0.3537270563279039,0.1738528933057914,Moderate
0.4511379894480304,0.2253065553400185,0.4439267936368281,0.5289715402900171,0.4348463769546413,0.6796947417572798,0.1878896616032239,0.3494618736602312,Moderate
0.3312483410119627,0.1326148223169442,0.4954266513594073,0.373579720705523,0.5732337300350829,0.4716478582674511,0.3166802424702252,0.3099810966294722,Moderate
0.8050870696940036,0.6074632345448592,0.4743823333683399,0.4060155636401418,0.4655701175898452,0.4163711198684598,0.2077269610562743,0.3142009445438031,Severe
0.6183172649287647,0.2606698770564259,0.5144321585546008,0.5725575549506654,0.6715328698558463,0.4919855229275289,0.3637077617102979,0.5061832436216256,Severe
0.6233021801031602,0.6150059011519725,0.6442346806525378,0.2227388204889911,0.4231333472906845,0.767055588344383,0.263544573668828,0.2066423629875836,Severe
0.5504838374310084,0.3903179940173507,0.4436636127993243,0.4784951871641476,0.5094630428810673,0.5999300997100592,0.3271345009134249,0.1678329142440951,Severe
0.3587352832387838,0.4447138781373462,0.4171027913101331,0.5368105311364056,0.5165147689696656,0.4551822961623092,0.2780537751935961,0.1358712998968416,Moderate
0.4742878537691393,0.0709223941557216,0.1895871794085066,0.361204182647418,0.43508444732937,0.4793263172947042,0.1696042631733535,0.2480013877094544,Moderate
0.8334827169441092,0.2998422024395539,0.5496421005257192,0.5669548879691823,0.497034108126309,0.4503668413839858,0.1971235908393517,0.3150384954983217,Severe
0.6374081320932858,0.5014759557865444,0.334681140912779,0.4950905441094669,0.5032498133073404,0.3812225641256079,0.2550782284177983,0.3942939608920615,Severe
0.2773747293042601,0.4509284419097625,0.496935625413322,0.3138361384638709,0.4772202712122033,0.569403361827882,0.197686985877023,0.2150110490676642,Moderate
0.2617470076783518,0.2920366318943452,0.5355219952406319,0.7136001405173694,0.6674057798720963,0.4718797149143264,0.0924243045879792,0.2971985827753938,Moderate
0.6775638475799306,0.1848687957965792,0.4021043459219413,0.3702591531316714,0.4575523363003728,0.4408624082906113,0.2951158757541338,0.4957899754107276,Moderate
0.5310671071299411,0.3418721447580053,0.4987915795887059,0.298831165144126,0.543780547009029,0.4082409213770243,0.3724017873953055,0.4059541157361528,Moderate
0.8198465600142233,0.4626563319425411,0.7522866460203238,0.5659686270713142,0.6479061721835039,0.4578652429647332,0.3727339511374247,0.1249462511368502,Severe
0.7802975834842896,0.4076927816569652,0.4263409272247297,0.7018614021049817,0.458746748704778,0.6724364372539695,0.3004574954973353,0.3690901032595216,Severe
0.1612822763901742,0.1470471208147555,0.2402336539456519,0.4225454226186621,0.8545880915406514,0.7414753035166377,0.4129468219986338,0.2478286263546387,Moderate
0.4396594161298851,0.2098140580837195,0.3413259330090662,0.4861424043732921,0.5495192751698207,0.4611306943462656,0.253652744015108,0.2930307409618711,Moderate
0.4325025609817686,0.4395333356636148,0.3031615939979712,0.4131150680584406,0.626029254319117,0.413874885854179,0.2256454466370278,0.0936962013322315,Moderate
0.4500816574774672,0.4058113714935846,0.435403739625287,0.4865829874527092,0.5596408945589384,0.4974633329189781,0.3679662245271659,0.240287871309613,Severe
0.5312285864883113,0.2999294923489813,0.3969562669732501,0.3781309733682936,0.5528545279312864,0.489020579612028,0.1605676915409048,0.2156784925557071,Moderate
0.5233021657281258,0.4946223411907924,0.3656371161156114,0.1622711599705644,0.6155847780732776,0.5763564974484383,0.2277176422742963,0.0622854911244634,Moderate
0.5401846517467992,0.3085305832920765,0.5734607371873378,0.3849957629404182,0.3547192383772724,0.3363771283805008,0.263036321490872,0.1109080416898102,Moderate
0.5519952381314823,0.5024891298877094,0.4353378861864708,0.5821291870526356,0.6012598230595897,0.4915334954878285,0.2714640124478735,0.2740050666710558,Severe
0.7331788985561705,0.4008039760520126,0.3861221764498205,0.3800373238393723,0.5798662299225239,0.5038111565728747,0.2836355822328903,0.1065592012948428,Moderate
0.785614972523768,0.2641347135653276,0.2454534832424665,0.5465622109768653,0.3662884471489764,0.7835440100406847,0.187644079554841,0.4416888043995438,Severe
0.466781760719504,0.3578201822573896,0.4962475081941078,0.2710896153946736,0.5885666258427164,0.5190341099050433,0.3014467336024597,0.3031209315713553,Moderate
0.5875429139117698,0.4918775768899987,0.4060316523934709,0.265284160008233,0.5700359695046963,0.2038699582103477,0.186135676954419,0.4441694851593515,Moderate
0.5485656357115605,0.1461906495902388,0.3916969250613485,0.5258900536545796,0.3364770007438322,0.5711669463538867,0.2035275210333642,0.1957695340865878,Moderate
0.8181007712375119,0.6560439939892877,0.5729197468779228,0.2716166164390078,0.5212031847065481,0.6123911307391521,0.284290769357603,0.212873022836364,Severe
0.6469983864392048,0.324309992598768,0.6276568887422369,0.3325852827600999,0.471196540226895,0.6127498914294969,0.3467814883728935,0.2246403047992218,Severe
0.2965527475123315,0.2287360836874447,0.6862228691818054,0.7087603150227045,0.2582526107719314,0.5978050675235995,0.1241499451441036,0.4479329340817082,Severe
0.2239301939387655,0.3478640481570604,0.5645431888650961,0.4522628153154255,0.506752594749501,0.5648875875577144,0.2546697338561735,0.4080164970750669,Moderate
0.6910752014936972,0.6911879980686573,0.6910987104092294,0.3168925229840473,0.372176222017034,0.5648810843495378,0.1774243921420553,0.2277463530885172,Moderate
0.5327819990580331,0.3575034974917814,0.5360315425447307,0.20649889068492,0.4971845005335243,0.5703248959910576,0.2453913241991953,0.2544037316989067,Moderate
0.6703769143346816,0.2479154233088109,0.417360265454785,0.3896964560599948,0.3331453349135275,0.6695005703428596,0.0651991172062105,0.2910781069004314,Moderate
0.5485441167019462,0.4936767743667791,0.6336152506536215,0.284755512086555,0.6655165325855614,0.4534140797363732,0.3432806070505262,0.3455098270786085,Severe
0.1036696161046608,0.481353158279167,0.6669387686817541,0.5633425833395928,0.4824878086500306,0.4407911121528631,0.1257336839660034,0.4833615018446938,Moderate
0.5814158100426854,0.2787362720399051,0.6361798748224572,0.3919065579861379,0.4413032196279053,0.467226069668402,0.1824432605225609,0.1819322603273216,Moderate
0.847216152410623,0.4723041543238699,0.4038712933745988,0.1739855392237665,0.5390304793651384,0.5370096828351205,0.2088521758063682,0.1199666640711407,Moderate
0.591336024805305,0.2861285744395322,0.5172318334326369,0.5072493823679081,0.5368425769831341,0.5988093223644964,0.3112909735076185,0.1109869413442283,Moderate
0.8410757760963496,0.448432657445493,0.4565821359986782,0.5359611233497314,0.5790033612964849,0.6129339333544741,0.2481242440442015,0.2106105901376374,Severe
0.6568468384809893,0.3432205324408278,0.2820502751836041,0.3625915474944415,0.3856274266387274,0.5598096983690106,0.228383518134337,0.2153008119938526,Moderate
0.5708491678279355,0.52624732456359,0.477848410050989,0.2862838386424575,0.5090858385458227,0.6522039094825884,0.1936294972838487,0.3013573654769993,Severe
0.5642988318370235,0.2589593936475642,0.4982750571884328,0.3391137989403561,0.6280559670969698,0.6491635262895084,0.3000129426958283,0.1299261554190914,Moderate
0.7291540307734119,0.3811419610458208,0.6315799511447177,0.6123493345004148,0.4351299093910152,0.4144122085400532,0.2826288021836724,0.2325896655650198,Severe
0.3357256639461284,0.274473018244914,0.4994072494335542,0.4744583329730349,0.6310579741036271,0.6463025979399475,0.2754695307344762,0.4111562271624335,Severe
0.2216648530371744,0.4889481196724236,0.7126374429339957,0.4314296167218294,0.6081033621384733,0.4416738631018267,0.467547244675817,0.2631016811160781,Moderate
0.417182108925137,0.3974492794199118,0.5535030817527056,0.3112540030012385,0.6132084678310842,0.4177874361499119,0.4390886034795087,0.2619127625135723,Moderate
0.6388117801959119,0.3944276249105026,0.9533940446463036,0.5036614403708434,0.3137644393434133,0.5032928422254439,0.1967244747308998,0.2082657445627775,Severe
0.4198473889799127,0.6317390809198117,0.5687725563839571,0.4838354549392931,0.5629159683676734,0.5420900059399796,0.2580661584822428,0.2568818800489325,Severe
0.8472458605509248,0.6235558310711383,0.9929113005178504,0.3458289750093702,0.3347812217783753,0.4029323456589381,0.1975697819433615,0.1369869200087815,Severe
0.3935956985875551,0.525671529716477,0.3453026079324092,0.2744324156796707,0.6756049741012896,0.1889752096664824,0.2726094657420442,0.2477217599061309,Moderate
0.0337043268140879,0.4571844215339559,0.6038211500691166,0.3463411633253511,0.4239317337439341,0.3783471613459209,0.2699011255435545,0.5850512137020221,Moderate
0.7578877694059605,0.2395758850745601,0.5191138188683438,0.655791248877471,0.5748782819197968,0.5626231154543091,0.3025370286414686,0.1935621425458121,Severe
0.2312063763025927,0.3625175737590426,0.681653347776542,0.4087273134843179,0.3891378343742906,0.6076298862084355,0.1153524308722116,0.4825378018220763,Moderate
0.3838898317718208,0.2423481026729797,0.769586871893929,0.3433773417482446,0.4654812854128731,0.4546858358645301,0.3253507424511489,0.3359700774540078,Moderate
0.2576689644653273,0.8599354382131715,0.6618735134056626,0.2974329321117147,0.6359394692103771,0.5959197830439231,0.346897303923519,0.5408476095202089,Severe
0.4018578736356316,0.4149156705680065,0.6941696172778756,0.2283830310292234,0.5610220929292762,0.8592485104205272,0.361208131333015,0.3151376124906528,Severe
0.5139094440917695,0.599730098420018,0.6220394485361899,0.4994249443208108,0.4905782247100894,0.6029652448082554,0.31487902361166,0.2109323951851245,Severe
